"Nombre de la campaña","Nombre del conjunto de anuncios","Nombre del anuncio",Semana,Inicio,Fin,"Presupuesto de la campaña","Tipo de presupuesto de la campaña","Presupuesto del conjunto de anuncios","Tipo de presupuesto del conjunto de anuncios","Importe gastado (USD)","Tipo de resultado",Resultados,"Coste por resultado",Application,"Coste por Application","All Leads","Coste por All Leads","event registration","Coste por event registration",Alcance,Impresiones,"Clics en el enlace","CTR (porcentaje de clics en el enlace)","CPC (Coste por clic en el enlace)","CPM (coste por 1000 impresiones)","Coste por ThruPlay",Objetivo,"Inicio del informe","Fin del informe"
RMTEU_Germany_Global_Meta_Prospecting_ML_EN_CBO,Prospecting_LLA_Interests,Video_AllPlacements_Static,"2024-10-22 - 2024-10-28",2024-10-28,"En curso",31,Diario,"Con el presupuesto de la campaña",,2.15,"All Leads",,,,,,,,,116,125,,,,17.2,0.71666667,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Conversion_EN_DA,"DA + LAA(Engagers) - Web Application",UGC_AllCourses_EN_Prospecting_AllPlacements_ChatGPTLongVersion,"2024-10-22 - 2024-10-28",2023-07-13,2023-07-26,100,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Conversion_EN,"LLA - Web application",DA_Generic,"2024-10-22 - 2024-10-28",2023-01-18,"En curso",120,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Prospecting_ML_EN_CBO,Prospecting_LLA_Apps_QApps1to2_240827,Video_AllPlacements_Static_Marta,"2024-10-22 - 2024-10-28",2024-08-27,"En curso",68,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Prospecting_ML_EN_CBO,Prospecting_FBAudience_Interests,Video_AllPlacements_Static_Ellie,"2024-10-22 - 2024-10-28",2024-06-05,2024-07-31,3500,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Conversion_EN,"LLA - Web application","BG - Copy 2","2024-10-22 - 2024-10-28",2023-01-18,"En curso",120,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Conversion_EN,"RTG - All Leads","BG - Copy","2024-10-22 - 2024-10-28",2023-01-18,"En curso",120,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Prospecting - Banners",AISchool_Python,"2024-10-22 - 2024-10-28",2024-04-16,2024-05-05,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Prospecting_AI_EN_CBO,Prospecting_LLA_BST_1to2_QApps_2_LastCall,Video_AllPlacements_Static,"2024-10-22 - 2024-10-28",2024-08-29,"En curso",101,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
"RMTEU_Germany_Global_Meta_Conversion_EN_A/BTest - Copy","All Interests - LLA - Image",BG_AllCourses_EN_LookalikeAudience_AllPlacements_StaticBanner_TransformYourCareer,"2024-10-22 - 2024-10-28",2023-08-28,"En curso",2500,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Conversion_AI,Ad2,"New Sales Ad - Copy 2","2024-10-22 - 2024-10-28",2024-05-03,2024-05-30,1400,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Conversion_EN,"LLA - All Leads",UX_Generic,"2024-10-22 - 2024-10-28",2023-01-18,"En curso",120,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Prospecting_BG,01_Prospecting_Broad,01_Video_LuaCurreUnemployeed,"2024-10-22 - 2024-10-28",2025-06-12,"En curso",195,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Conversion_EN,"All Interests - All Leads",WD_Generic,"2024-10-22 - 2024-10-28",2023-01-18,"En curso",120,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
"RMTEU_Germany_Global_Meta_Conversion_EN_Data - Copy",RTG,AverageSalary_DA_EN_RTG_AllPlacements_Carousel,"2024-10-22 - 2024-10-28",2023-07-11,"En curso",100,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Prospecting_EN_BCAS,03_Retargeting_Visitors_30d,02_Image_RTG,"2024-10-22 - 2024-10-28",2025-02-18,"En curso","Con el presupuesto del conjunto de anuncios",,244,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Conversion_EN,"LLA (Qapps) 2-5%","Ad1 - Copy 2","2024-10-22 - 2024-10-28",2022-07-01,"En curso","Con el presupuesto del conjunto de anuncios",,42,Diario,0,,,,,,,,,,0,0,,,,,,CONVERSIONS,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Prospecting_DV_EN_CBO,Prospecting_FBAudience_Interests_AWS,Image_AllPlacements_Static_15off,"2024-10-22 - 2024-10-28",2024-06-06,2024-07-31,4657,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Prospecting_EN_CBO_BG,Prospecting_Broad_2409,Video_AllPlacements_Static_BG_Lua,"2024-10-22 - 2024-10-28",2024-09-10,"En curso","Con el presupuesto del conjunto de anuncios",,1,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Conversion_AISchool,Productivity,"AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy 2","2024-10-22 - 2024-10-28",2024-03-07,2024-04-07,"Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Conversion_EN,RTG,"BG - Copy 3","2024-10-22 - 2024-10-28",2023-04-09,"En curso",430,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Conversion_AISchool,AI,"AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy","2024-10-22 - 2024-10-28",2024-03-08,2024-04-07,"Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Conversion_EN,"All Interests - All Leads",UX_Generic,"2024-10-22 - 2024-10-28",2023-01-18,"En curso",120,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Prospecting_EN_ABO_Tech,08_Retargeting_Visitors_30d,04_Image_BCAS,"2024-10-22 - 2024-10-28",2025-01-02,"En curso","Con el presupuesto del conjunto de anuncios",,60,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
"RMTEU_Germany_Global_Meta_Conversion_AISchool_AdvantageShopping Campaign  Campaign","RMTEU_Germany_Global_Meta_Conversion_AISchool_AdvantageShopping Campaign  Ad set",AISchool_Data,"2024-10-22 - 2024-10-28",2024-04-30,2024-05-14,"Con el presupuesto del conjunto de anuncios",,357,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Prospecting_ML_EN_CBO,Prospecting_FBAudience_Interests_240827,Video_AllPlacements_Static_Marta,"2024-10-22 - 2024-10-28",2024-08-27,"En curso",68,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
"RMTEU_Germany_Global_Meta_Conversion_EN_A/BTest - Copy","All Interests - All Leads - Image",BG_AllCourses_EN_Prospecting_AllPlacements_StaticBanner_TransformYourCareer,"2024-10-22 - 2024-10-28",2023-08-28,"En curso",2500,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Prospecting_DV_EN_CBO,Prospecting_FBAudience_Interests_AWS,Video_AllPlacements_Static_Marta_July24,"2024-10-22 - 2024-10-28",2024-07-26,"En curso",104,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Conversion_AISchool,AI,"AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy 2","2024-10-22 - 2024-10-28",2024-03-07,2024-04-07,"Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Prospecting - Banners",AISchool_Visuals,"2024-10-22 - 2024-10-28",2024-04-16,2024-05-05,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Prospecting_1Year_SW_EN_CBO,Prospecting_FBAudience_Interests_RicaSkript_3,Video_AllPlacements_Static,"2024-10-22 - 2024-10-28",2024-10-23,"En curso","Con el presupuesto del conjunto de anuncios",,40,Diario,48.92,"All Leads",,,,,,,,,2511,2913,8,0.27463096,6.115,16.79368349,1.06347826,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Prospecting_1Year_DF_EN_CBO,04_Prospecting_Interests_LastCallQ4,Video_Q4Marie,"2024-10-22 - 2024-10-28",2024-12-03,2024-12-20,"Con el presupuesto del conjunto de anuncios",,165,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Retargeting - Banners","AISchool_Visuals - Copy","2024-10-22 - 2024-10-28",2024-04-16,2024-05-05,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Conversion_AISchool,IT,"AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy 2","2024-10-22 - 2024-10-28",2024-03-07,2024-04-07,"Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Conversion_EN,"All Interests - LLA","BG - Copy 3","2024-10-22 - 2024-10-28",2023-02-21,"En curso",330,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Conversion_AISchool__Advantage+,"RMTEU_Germany_Global_Meta_Conversion_AISchool_AdvantageShopping Ad set","AISchool_AIProducts - Copy 2","2024-10-22 - 2024-10-28",2024-04-29,2024-05-14,"Con el presupuesto del conjunto de anuncios",,353.23,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Conversion_EN_A/BTest,RTG,BG_AllCourses_EN_RTG_AllPlacements_StaticBanner_TransformYourCareer,"2024-10-22 - 2024-10-28",2023-05-03,"En curso",1777,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Conversion_DV,Ad3,"New Sales Ad - Copy","2024-10-22 - 2024-10-28",2024-04-30,2024-05-30,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Retargeting - Banners","AISchool_Data - Copy 2","2024-10-22 - 2024-10-28",2024-04-16,2024-05-05,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Prospecting_EN_CBO,Prospecting_FBAudience_Interests,Video_AllPlacements_Static_Marie_2408,"2024-10-22 - 2024-10-28",2024-08-28,"En curso","Con el presupuesto del conjunto de anuncios",,1,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Professional Development","AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy","2024-10-22 - 2024-10-28",2024-03-08,2024-04-07,"Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Prospecting_ML_EN_CBO,Retargeting_Visitors_30d_LastCall,Video_AllPlacements_Static,"2024-10-22 - 2024-10-28",2024-08-29,"En curso",31,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Awareness_Omnipresent,10_Broad_InterExperience,10_Image_InterExperience,"2024-10-22 - 2024-10-28",2025-07-01,"En curso","Con el presupuesto del conjunto de anuncios",,1,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_AWARENESS,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Prospecting_EN_ABO_BG,04_Prospecting_Interests_Dorian,04_Video_BG_DEC_1_2,"2024-10-22 - 2024-10-28",2025-01-02,"En curso","Con el presupuesto del conjunto de anuncios",,121,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Prospecting_EN_CBO,Retargeting_LLA_QApps_2,Video_AllPlacements_Static_Marie_2408,"2024-10-22 - 2024-10-28",2024-08-28,"En curso","Con el presupuesto del conjunto de anuncios",,1,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Conversion_AISchool__Advantage+,"RMTEU_Germany_Global_Meta_Conversion_AISchool_AdvantageShopping Ad set",AISchool_Python,"2024-10-22 - 2024-10-28",2024-04-29,2024-05-14,"Con el presupuesto del conjunto de anuncios",,353.23,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Prospecting_AI_EN_CBO,Prospecting_FBAudience_Interests_InformationTech,Video_AllPlacements_Static_Charlie_Short,"2024-10-22 - 2024-10-28",2024-06-06,2024-07-31,3950,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Prospecting_1Year_SW_EN_CBO,Prospecting_LLA_QApps_RicaSkript_4v2,Video_AllPlacements_Static,"2024-10-22 - 2024-10-28",2024-10-23,"En curso","Con el presupuesto del conjunto de anuncios",,108,Diario,1211.64,"All Leads",28,43.27285714,26,46.60153846,28,43.27285714,,,33505,59836,298,0.49802794,4.06590604,20.24934822,0.71907418,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Conversion_DV,Ad1,"New Sales Ad","2024-10-22 - 2024-10-28",2024-05-03,2024-05-30,3869,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Prospecting_MK_LastCall,01_Prospecting_Broad,01_Video_Ellen,"2024-10-22 - 2024-10-28",2025-04-16,"En curso",60,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Prospecting_EN_BG,01_Prospecting_Interests_Dorian,01_Video_DEC_1_1,"2024-10-22 - 2024-10-28",2025-03-05,"En curso","Con el presupuesto del conjunto de anuncios",,123,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Conversion_EN,"All Interests - Web Application",WD_Generic,"2024-10-22 - 2024-10-28",2023-01-18,"En curso",120,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Prospecting_DV_EN_CBO,Prospecting_FBAudience_Interests,Image_AllPlacements_Static_15off,"2024-10-22 - 2024-10-28",2024-06-06,2024-07-31,4657,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Conversion_DV,Ad2,"New Sales Ad - Copy 2","2024-10-22 - 2024-10-28",2024-05-03,2024-05-30,3869,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Conversion_EN,RTG,"BG - Copy 3","2024-10-22 - 2024-10-28",2023-04-05,"En curso",330,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Professional Development","AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy 2","2024-10-22 - 2024-10-28",2024-03-08,2024-04-07,"Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Conversion_EN,RTG,"BG - Copy 3","2024-10-22 - 2024-10-28",2023-02-21,"En curso",330,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Prospecting_BG,01_Prospecting_Broad,02_Video_DorianUnemplotedGer,"2024-10-22 - 2024-10-28",2025-06-19,"En curso",195,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Conversion_EN_ABO,"LAA  - BST 1% - Video 4",BG_AllCourses_EN_Prospecting_AllPlacements_StaticBanner_BG4,"2024-10-22 - 2024-10-28",2024-02-11,"En curso","Con el presupuesto del conjunto de anuncios",,12,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Conversion_DV,AWS,"New Sales Ad - Copy 2","2024-10-22 - 2024-10-28",2024-05-03,2024-05-30,3869,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Prospecting_AI_EN_CBO,Prospecting_CustomList_BST,Video_AllPlacements_Static_Charlie_Short,"2024-10-22 - 2024-10-28",2024-06-06,2024-07-31,3950,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Prospecting_AI_EN_CBO,Retargeting_Visitors_30d_LastCall,Video_AllPlacements_Static,"2024-10-22 - 2024-10-28",2024-08-29,"En curso",101,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Conversion_EN,"Generic+JH - 4.6M","Ad1 - Copy","2024-10-22 - 2024-10-28",2022-05-01,"En curso","Con el presupuesto del conjunto de anuncios",,32,Diario,0,,,,,,,,,,0,0,,,,,,CONVERSIONS,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Conversion_AISchool__Advantage+,"RMTEU_Germany_Global_Meta_Conversion_AISchool_AdvantageShopping Ad set",AISchool_Visuals,"2024-10-22 - 2024-10-28",2024-04-29,2024-05-14,"Con el presupuesto del conjunto de anuncios",,353.23,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Retargeting - Banners","AISchool_UISkills - Copy","2024-10-22 - 2024-10-28",2024-04-16,2024-05-05,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Small Business Owners",AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner,"2024-10-22 - 2024-10-28",2024-03-07,2024-04-07,"Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Prospecting_1Year_SW_EN_CBO,02_Prospecting_LLA_Branded2,Video_AllPlacements_Static,"2024-10-22 - 2024-10-28",2024-12-03,"En curso","Con el presupuesto del conjunto de anuncios",,68,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Prospecting_DV_EN_CBO,Prospecting_FBAudience_Interests_DV,"New Sales Ad","2024-10-22 - 2024-10-28",2024-06-06,2024-07-31,4657,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Conversion_EN_ABO,"LAA  - BST 1-2% - Image",BG_AllCourses_EN_Prospecting_AllPlacements_StaticBanner_LaunchYourTechCareer,"2024-10-22 - 2024-10-28",2024-02-11,"En curso","Con el presupuesto del conjunto de anuncios",,12,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Career Development","AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy 3","2024-10-22 - 2024-10-28",2024-03-07,2024-04-07,"Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Career Development","AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy 2","2024-10-22 - 2024-10-28",2024-03-08,2024-04-07,"Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Conversion_EN,"Generic+CD - 7.2M","Ad1 - Copy 2","2024-10-22 - 2024-10-28",2022-05-01,"En curso","Con el presupuesto del conjunto de anuncios",,64,Diario,0,,,,,,,,,,0,0,,,,,,CONVERSIONS,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Prospecting_EN_CBO_BG,Prospecting_FBAudience_Interests,Video_AllPlacements_Static_BG_Chase,"2024-10-22 - 2024-10-28",2024-05-19,"En curso","Con el presupuesto del conjunto de anuncios",,1,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Conversion_EN_A/BTest,"All Interests - All Leads - Image",BG_AllCourses_EN_Prospecting_AllPlacements_StaticBanner_LaunchYourTechCareer,"2024-10-22 - 2024-10-28",2023-05-03,"En curso",1777,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Conversion_EN_Qapps,"JobHunting - Qapps","BG - Copy 3","2024-10-22 - 2024-10-28",2023-03-30,"En curso",75,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Conversion_EN,"LLA - Web application",UX_TestimonialVideo,"2024-10-22 - 2024-10-28",2023-01-18,"En curso",120,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Awareness_Omnipresent,01_Broad_AccelerateCareer,01_Image_AccelerateCareer,"2024-10-22 - 2024-10-28",2025-07-01,"En curso","Con el presupuesto del conjunto de anuncios",,1,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_AWARENESS,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Conversion_EN,"All Interests - All Leads",UX_TestimonialVideo,"2024-10-22 - 2024-10-28",2023-01-18,"En curso",120,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Prospecting_ML_EN_CBO,Prospecting_LLA_Apps_Apps1to2_240827,Video_AllPlacements_Static_Elsa,"2024-10-22 - 2024-10-28",2024-08-27,"En curso",68,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
"RMTEU_Germany_Global_Meta_Conversion_EN_A/BTest - Copy","All Interests - All Leads - Image",BG_AllCourses_EN_Prospecting_AllPlacements_StaticBanner_LevelUpYourCareer,"2024-10-22 - 2024-10-28",2023-08-28,"En curso",2500,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Small Business Owners",AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner,"2024-10-22 - 2024-10-28",2024-03-07,2024-04-07,"Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Conversion_EN,"All Interests - Web Application","BG - Copy 2","2024-10-22 - 2024-10-28",2023-01-18,"En curso",120,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Retargeting - Videos",AISchool_Python,"2024-10-22 - 2024-10-28",2024-04-16,2024-05-05,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-10-22,2024-10-28
