"Nombre de la campaña","Nombre del conjunto de anuncios","Nombre del anuncio",Semana,Inicio,Fin,"Presupuesto de la campaña","Tipo de presupuesto de la campaña","Presupuesto del conjunto de anuncios","Tipo de presupuesto del conjunto de anuncios","Importe gastado (USD)","Tipo de resultado",Resultados,"Coste por resultado",Application,"Coste por Application","All Leads","Coste por All Leads","event registration","Coste por event registration",Alcance,Impresiones,"Clics en el enlace","CTR (porcentaje de clics en el enlace)","CPC (Coste por clic en el enlace)","CPM (coste por 1000 impresiones)","Coste por ThruPlay",Objetivo,"Inicio del informe","Fin del informe"
RMTEU_Germany_Global_Meta_Conversion_EN_Qapps,RTG,Image1,"2024-12-24 - 2024-12-30",2023-08-28,"En curso",2500,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Conversion_AISchool__Advantage+,"RMTEU_Germany_Global_Meta_Conversion_AISchool_AdvantageShopping Ad set","AISchool_Data - Copy 2","2024-12-24 - 2024-12-30",2024-04-29,2024-05-14,"Con el presupuesto del conjunto de anuncios",,353.23,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Conversion_DV,Ad4,"New Sales Ad","2024-12-24 - 2024-12-30",2024-05-03,2024-05-30,3869,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Conversion_ML,DataAnalysis,"DataScience_EN_Prospecting_AllPlacements_Video - Copy","2024-12-24 - 2024-12-30",2024-05-03,2024-05-30,686,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Retargeting - Banners",AISchool_Visuals,"2024-12-24 - 2024-12-30",2024-04-16,2024-05-05,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Prospecting_EN_BG,03_Prospecting_LLABG,02_Video_DEC_2_2,"2024-12-24 - 2024-12-30",2025-03-20,"En curso","Con el presupuesto del conjunto de anuncios",,121,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Prospecting_AI_EN_CBO,Prospecting_LLA_Interests,Video_02_Tala,"2024-12-24 - 2024-12-30",2024-10-07,"En curso",38,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Conversion_EN,RTG,"BG - Copy 4","2024-12-24 - 2024-12-30",2023-04-09,"En curso",430,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Conversion_EN_ABO,"LAA  - All Leads - Tonya",BG_AllCourses_EN_Prospecting_AllPlacements_StaticBanner_Tonya,"2024-12-24 - 2024-12-30",2024-02-03,"En curso","Con el presupuesto del conjunto de anuncios",,10,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Prospecting_DV_EN_CBO,Prospecting_FBAudience_Interests,Video_AllPlacements_Static_Marta_July24,"2024-12-24 - 2024-12-30",2024-07-26,"En curso",104,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Prospecting_EN_CBO_BG,Prospecting_LLA_BST_2_QApps_5_Apps_2_Rica1_StepByStep,Video_AllPlacements_Static,"2024-12-24 - 2024-12-30",2024-09-11,"En curso","Con el presupuesto del conjunto de anuncios",,1,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Conversion_EN_ABO,"LAA  - BST 1-2% - Video 3",BG_AllCourses_EN_Prospecting_AllPlacements_StaticBanner_BG3,"2024-12-24 - 2024-12-30",2024-02-11,"En curso","Con el presupuesto del conjunto de anuncios",,20,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Prospecting_1Year_DF_EN_CBO,09_Prospecting_LLA_DE,03_Video_Rika_DE_h2,"2024-12-24 - 2024-12-30",2025-04-07,"En curso","Con el presupuesto del conjunto de anuncios",,75,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Awareness_Omnipresent,09_Broad_GlobalCommunity2,09_Image_GlobalCommunity2,"2024-12-24 - 2024-12-30",2025-07-01,"En curso","Con el presupuesto del conjunto de anuncios",,1,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_AWARENESS,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Prospecting_EN_CBO_BG,Prospecting_FBAudience_Interests_2409,Video_AllPlacements_Static_BG_Lua,"2024-12-24 - 2024-12-30",2024-09-10,"En curso","Con el presupuesto del conjunto de anuncios",,1,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Prospecting_1Year_EN_ABO_Merge,Prospecting_Broad_LastCallQ4,01_Video_Q4Elsa,"2024-12-24 - 2024-12-30",2024-12-03,2024-12-20,"Con el presupuesto del conjunto de anuncios",,119,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Conversion_EN_ABO,"LAA  - BST 1% - Tonya",BG_AllCourses_EN_Prospecting_AllPlacements_StaticBanner_Tonya,"2024-12-24 - 2024-12-30",2024-02-11,"En curso","Con el presupuesto del conjunto de anuncios",,20,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Conversion_AISchool,IT,"AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy","2024-12-24 - 2024-12-30",2024-03-08,2024-04-07,"Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Prospecting_EN_CBO,Retargeting_LLA_QApps_2,Video_AllPlacements_Static_Elsa_2408,"2024-12-24 - 2024-12-30",2024-08-28,"En curso","Con el presupuesto del conjunto de anuncios",,1,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Prospecting_AI_EN_CBO,Prospecting_FBAudience_Interests_InformationTech,Video_AllPlacements_Static_Marta_July24,"2024-12-24 - 2024-12-30",2024-07-26,"En curso",87,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Conversion_AISchool__Advantage+,"RMTEU_Germany_Global_Meta_Conversion_AISchool_AdvantageShopping Ad set","AISchool_Visuals - Copy","2024-12-24 - 2024-12-30",2024-04-29,2024-05-14,"Con el presupuesto del conjunto de anuncios",,353.23,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Prospecting_EN_ABO_BG,04_Prospecting_Interests_Dorian,03_Video_BG_DEC_1_1,"2024-12-24 - 2024-12-30",2025-01-20,"En curso","Con el presupuesto del conjunto de anuncios",,92,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Prospecting_MK_LastCall,01_Prospecting_Broad,02_Video_Lua,"2024-12-24 - 2024-12-30",2025-05-06,"En curso",60,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Conversion_EN_ABO,"LAA  - BST 1-2% - Video 4",BG_AllCourses_EN_Prospecting_AllPlacements_StaticBanner_BG4,"2024-12-24 - 2024-12-30",2024-02-11,"En curso","Con el presupuesto del conjunto de anuncios",,20,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Prospecting_EN_CBO,Prospecting_FBAudience_Interests_Elsa_2408,Video_AllPlacements_Static_Elsa,"2024-12-24 - 2024-12-30",2024-09-11,"En curso","Con el presupuesto del conjunto de anuncios",,1,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Conversion_EN_ABO,"LAA - All Leads - Elsa Extra",BG_AllCourses_EN_Prospecting_AllPlacements_Video_ElsaExtra,"2024-12-24 - 2024-12-30",2024-02-03,"En curso","Con el presupuesto del conjunto de anuncios",,12,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Prospecting - Banners","AISchool_Data - Copy","2024-12-24 - 2024-12-30",2024-04-16,2024-05-05,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Prospecting_1Year_DF_EN_CBO,Prospecting_LLA_BST_2,Video_AllPlacements_Static_2409,"2024-12-24 - 2024-12-30",2024-09-16,2024-10-15,1387,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Conversion_AISchool,"LAA - Banners",AISchool_Python,"2024-12-24 - 2024-12-30",2024-04-16,2024-05-05,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Small Business Owners","AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy 3","2024-12-24 - 2024-12-30",2024-03-07,2024-04-07,"Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Prospecting_1Year_DF_EN_CBO,09_Prospecting_LLA_DE,03_Video_Rika_DE_h1,"2024-12-24 - 2024-12-30",2025-03-11,"En curso","Con el presupuesto del conjunto de anuncios",,171,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Conversion_DV,Ad1,"New Sales Ad - Copy","2024-12-24 - 2024-12-30",2024-04-30,2024-05-30,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Conversion_AISchool__Advantage+,"RMTEU_Germany_Global_Meta_Conversion_AISchool_AdvantageShopping Ad set","AISchool_Python - Copy","2024-12-24 - 2024-12-30",2024-04-29,2024-05-14,"Con el presupuesto del conjunto de anuncios",,353.23,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Conversion_EN_ABO,"All Interests - All Leads - Tonya",BG_AllCourses_EN_Prospecting_AllPlacements_StaticBanner_Tonya,"2024-12-24 - 2024-12-30",2024-02-03,"En curso","Con el presupuesto del conjunto de anuncios",,10,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Conversion_DV,"DevOps + Cloud","New Sales Ad","2024-12-24 - 2024-12-30",2024-05-03,2024-05-30,3869,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Conversion_DV,"Microsoft Azure","New Sales Ad - Copy","2024-12-24 - 2024-12-30",2024-04-30,2024-05-30,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Prospecting_EN_BCAS,02_Prospecting_LLA,01_Video_BCAS,"2024-12-24 - 2024-12-30",2025-02-18,"En curso","Con el presupuesto del conjunto de anuncios",,115,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Conversion_EN_A/BTest,"All Interests - All Leads - Video",BG_AllCourses_EN_Prospecting_AllPlacements_Video_3,"2024-12-24 - 2024-12-30",2023-05-03,"En curso",1777,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Conversion_ML,Analytics,DataScience_EN_Prospecting_AllPlacements_Video,"2024-12-24 - 2024-12-30",2024-05-03,2024-05-30,686,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Prospecting_DV_EN_CBO,Prospecting_FBAudience_Interests_CloudComputing,Image_AllPlacements_Static_15off,"2024-12-24 - 2024-12-30",2024-06-06,2024-07-31,4657,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Prospecting - Banners",AISchool_Visuals,"2024-12-24 - 2024-12-30",2024-04-16,2024-05-05,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Prospecting_EN_CBO_BG,Prospecting_LLA_BST_2_2409,Video_AllPlacements_Static_BG_Rica2_Unemployed,"2024-12-24 - 2024-12-30",2024-09-10,"En curso","Con el presupuesto del conjunto de anuncios",,1,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Conversion_AISchool,ML,"AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy 3","2024-12-24 - 2024-12-30",2024-03-07,2024-04-07,"Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Prospecting_1Year_EN_ABO_Merge,08_Prospecting_Broad,04IMA_UnemployedInGermany,"2024-12-24 - 2024-12-30",2025-03-11,"En curso","Con el presupuesto del conjunto de anuncios",,169,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Prospecting_AI_EN_CBO,Prospecting_FBAudience_Interests_AI,Video_AllPlacements_Static_Charlie_Long,"2024-12-24 - 2024-12-30",2024-06-06,2024-07-31,3950,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Prospecting_1Year_DF_EN_CBO,Prospecting_LLA_BST_2,Video_AllPlacements_Static_v1h2_2409,"2024-12-24 - 2024-12-30",2024-09-16,2024-10-15,1387,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Prospecting_AI_EN_CBO,Prospecting_FBAudience_Interests_ComputerScience,Video_AllPlacements_Static_Charlie_Short,"2024-12-24 - 2024-12-30",2024-07-26,"En curso",87,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Prospecting_ML_EN_CBO,Prospecting_LLA_Interests,Image_AllPlacements_Static,"2024-12-24 - 2024-12-30",2024-10-28,"En curso",31,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Small Business Owners","AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy 2","2024-12-24 - 2024-12-30",2024-03-07,2024-04-07,"Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Conversion_DV,"Cloud Computing","New Sales Ad","2024-12-24 - 2024-12-30",2024-04-30,2024-05-30,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Conversion_AISchool__Advantage+,"RMTEU_Germany_Global_Meta_Conversion_AISchool_AdvantageShopping Ad set","AISchool_Python - Copy","2024-12-24 - 2024-12-30",2024-04-29,2024-05-14,"Con el presupuesto del conjunto de anuncios",,353.23,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Conversion_ML,RTG,"DataScience_EN_Prospecting_AllPlacements_Video - Copy","2024-12-24 - 2024-12-30",2024-05-03,2024-05-30,686,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Conversion_DV,"Cloud Computing","New Sales Ad","2024-12-24 - 2024-12-30",2024-05-03,2024-05-30,3869,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Retargeting - Banners",AISchool_UISkills,"2024-12-24 - 2024-12-30",2024-04-16,2024-05-05,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Prospecting_EN_CBO,Prospecting_FBAudience_Shea1_2410,Video_AllPlacements_Static,"2024-12-24 - 2024-12-30",2024-10-28,"En curso","Con el presupuesto del conjunto de anuncios",,54,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Conversion_EN_ABO,"All Interests - All Leads - Video 4",BG_AllCourses_EN_Prospecting_AllPlacements_StaticBanner_BG4,"2024-12-24 - 2024-12-30",2024-02-03,"En curso","Con el presupuesto del conjunto de anuncios",,12,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Prospecting_1Year_DF_EN_CBO,07_Retargeting_Visitors_30d,L3_02_Video_H1,"2024-12-24 - 2024-12-30",2025-02-05,2025-04-30,"Con el presupuesto del conjunto de anuncios",,65,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Prospecting_ML_EN_CBO,Prospecting_LLA_BST_1to2_QApps_2_LastCall,Video_AllPlacements_Static,"2024-12-24 - 2024-12-30",2024-08-29,"En curso",31,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Conversion_EN_Qapps,"JobHunting - Qapps","BG - Copy 2","2024-12-24 - 2024-12-30",2023-03-30,"En curso",75,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Conversion_EN_Qapps,RTG,"BG - Copy 2","2024-12-24 - 2024-12-30",2023-03-30,"En curso",75,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Conversion_EN_Qapps,"All Interests - LLA - Image",BG_AllCourses_EN_Lookalike_AllPlacements_StaticBanner_LevelUpYourCareer,"2024-12-24 - 2024-12-30",2023-08-28,"En curso",2500,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Conversion_EN,"All Interests - All Leads","BG - Copy 2","2024-12-24 - 2024-12-30",2023-04-09,"En curso",430,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Prospecting_1Year_SW_EN_CBO,Prospecting_FBAudience_Interests_Video1,Video_AllPlacements_Static_v1_1,"2024-12-24 - 2024-12-30",2024-10-08,"En curso","Con el presupuesto del conjunto de anuncios",,1,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Prospecting_1Year_DF_EN_CBO,09_Prospecting_LLA_DE,03_Video_Rika_DE_h2,"2024-12-24 - 2024-12-30",2025-04-21,"En curso","Con el presupuesto del conjunto de anuncios",,75,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Prospecting_1Year_EN_ABO_Merge,08_Prospecting_Broad,04IMA_UnemployedInGermany,"2024-12-24 - 2024-12-30",2025-04-07,2025-04-30,"Con el presupuesto del conjunto de anuncios",,181,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Conversion_AISchool,Productivity,AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner,"2024-12-24 - 2024-12-30",2024-03-07,2024-04-07,"Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
"RMTEU_Germany_Global_Meta_Conversion_AISchool_AdvantageShopping Campaign  Campaign","RMTEU_Germany_Global_Meta_Conversion_AISchool_AdvantageShopping Campaign  Ad set","AISchool_AIProducts - Copy 2","2024-12-24 - 2024-12-30",2024-04-30,2024-05-14,"Con el presupuesto del conjunto de anuncios",,357,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Prospecting_AI_EN_CBO,Prospecting_FBAudience_Interests_AI,Video_AllPlacements_Static_Ellie,"2024-12-24 - 2024-12-30",2024-06-06,2024-07-31,3950,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Conversion_DV,"Cloud Storage","New Sales Ad","2024-12-24 - 2024-12-30",2024-05-03,2024-05-30,3869,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Conversion_DV,"Cloud Storage","New Sales Ad","2024-12-24 - 2024-12-30",2024-04-30,2024-05-30,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Prospecting_EN_BG,Prospecting_Interests_en,04CAR_StudyTech100Free,"2024-12-24 - 2024-12-30",2025-03-21,"En curso","Con el presupuesto del conjunto de anuncios",,100,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Prospecting_1Year_DF_EN_CBO,05_Prospecting_LLA,04_Image_EN,"2024-12-24 - 2024-12-30",2025-01-23,"En curso","Con el presupuesto del conjunto de anuncios",,70,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Career Development",AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner,"2024-12-24 - 2024-12-30",2024-03-08,2024-04-07,"Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Conversion_AISchool,"LAA - Banners",AISchool_AIProducts,"2024-12-24 - 2024-12-30",2024-04-16,2024-05-05,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Prospecting_1Year_DF_EN_CBO,Prospecting_Broad_EN,10VID_h1_UProbablyHeardAI,"2024-12-24 - 2024-12-30",2025-03-21,"En curso","Con el presupuesto del conjunto de anuncios",,107,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Conversion_EN_Qapps,"All Interests - All Leads - Image",BG_AllCourses_EN_Prospecting_AllPlacements_StaticBanner_LevelUpYourCareer,"2024-12-24 - 2024-12-30",2023-08-28,"En curso",2500,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Conversion_EN_ABO,"All Interests - All Leads - Video 5",BG_AllCourses_EN_Prospecting_AllPlacements_StaticBanner_BG5,"2024-12-24 - 2024-12-30",2024-02-03,"En curso","Con el presupuesto del conjunto de anuncios",,12,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Conversion_ML,DataMining,"DataScience_EN_Prospecting_AllPlacements_Video - Copy","2024-12-24 - 2024-12-30",2024-05-03,2024-05-30,686,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Conversion_DV,Ad4,"New Sales Ad - Copy 2","2024-12-24 - 2024-12-30",2024-05-03,2024-05-30,3869,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Conversion_DV,IT,"New Sales Ad","2024-12-24 - 2024-12-30",2024-04-30,2024-05-30,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Prospecting_1Year_EN_ABO_Merge,05_Prospecting_Broad,02_Video_v4_1,"2024-12-24 - 2024-12-30",2025-03-03,"En curso","Con el presupuesto del conjunto de anuncios",,73,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Prospecting - Videos",AISchool_AIProducts,"2024-12-24 - 2024-12-30",2024-04-16,2024-05-05,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
RMTEU_Germany_Global_Meta_Conversion_AI,Ad5,"New Sales Ad","2024-12-24 - 2024-12-30",2024-05-08,2024-05-30,1400,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-12-24,2024-12-30
