"Nombre de la campaña","Nombre del conjunto de anuncios","Nombre del anuncio",Semana,Inicio,Fin,"Presupuesto de la campaña","Tipo de presupuesto de la campaña","Presupuesto del conjunto de anuncios","Tipo de presupuesto del conjunto de anuncios","Importe gastado (USD)","Tipo de resultado",Resultados,"Coste por resultado",Application,"Coste por Application","All Leads","Coste por All Leads","event registration","Coste por event registration",Alcance,Impresiones,"Clics en el enlace","CTR (porcentaje de clics en el enlace)","CPC (Coste por clic en el enlace)","CPM (coste por 1000 impresiones)","Coste por ThruPlay",Objetivo,"Inicio del informe","Fin del informe"
RMTEU_Germany_Global_Meta_Prospecting_1Year_DF_EN_EmbeddedForms_ABO,02_Prospecting_Broad_DE,03_Video_Rika_DE_h2,"2024-09-09 - 2024-09-15",2025-03-28,"En curso",164,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_LEADS,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Conversion_DV,"DevOps + Cloud","New Sales Ad","2024-09-09 - 2024-09-15",2024-04-30,2024-05-30,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Conversion_EN_ABO,"LAA  - All Leads - Image",BG_AllCourses_EN_Prospecting_AllPlacements_StaticBanner_LevelUpYourCareer,"2024-09-09 - 2024-09-15",2024-02-03,"En curso","Con el presupuesto del conjunto de anuncios",,11,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Prospecting_EN_BG,03_Prospecting_LLABG,01_Video_DEC_1_1,"2024-09-09 - 2024-09-15",2025-03-20,"En curso","Con el presupuesto del conjunto de anuncios",,121,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Prospecting_AI_EN_CBO,Prospecting_FBAudience_Interests_InformationTech,Video_AllPlacements_Static_Charlie_Long,"2024-09-09 - 2024-09-15",2024-06-06,2024-07-31,3950,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Prospecting_DV_EN_CBO,Prospecting_FBAudience_Interests_CloudStorage,Video_AllPlacements_Static_Juliette,"2024-09-09 - 2024-09-15",2024-06-06,2024-07-31,4657,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Conversion_ML,Analytics,"DataScience_EN_Prospecting_AllPlacements_Video - Copy","2024-09-09 - 2024-09-15",2024-05-03,2024-05-30,686,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Conversion_EN_A/BTest,"All Interests - LLA - Image",BG_AllCourses_EN_LookalikeAudience_AllPlacements_StaticBanner_TransformYourCareer,"2024-09-09 - 2024-09-15",2023-05-03,"En curso",1777,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Conversion_EN,"All Interests - LLA","BG - Copy 2","2024-09-09 - 2024-09-15",2023-02-21,"En curso",330,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Conversion_EN_A/BTest,RTG,Image1,"2024-09-09 - 2024-09-15",2023-05-03,"En curso",1777,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Artificial Intelligence",AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner,"2024-09-09 - 2024-09-15",2024-03-07,2024-04-07,"Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Prospecting_1Year_DF_EN_CBO,05_Prospecting_LLA,01_Video_v4_1,"2024-09-09 - 2024-09-15",2025-01-23,"En curso","Con el presupuesto del conjunto de anuncios",,70,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Conversion_AISchool,ML,"AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy","2024-09-09 - 2024-09-15",2024-03-07,2024-04-07,"Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Prospecting_BG,01_Prospecting_Broad,01_Video_LuaCurreUnemployeed,"2024-09-09 - 2024-09-15",2025-06-19,"En curso",195,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Prospecting_1Year_SW_EN_CBO,Prospecting_FBAudience_Interests,Video_AllPlacements_Static_v1h1_2409,"2024-09-09 - 2024-09-15",2024-09-16,2024-10-15,1387,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Prospecting_ML_EN_CBO,Prospecting_FBAudience_Interests_DigitalData,Video_AllPlacements_Static_Marta,"2024-09-09 - 2024-09-15",2024-06-05,2024-07-31,3500,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Prospecting_EN_CBO,Prospecting_LLA_BST_2_QApps_2_Pau_2408,Video_AllPlacements_Static_Pau,"2024-09-09 - 2024-09-15",2024-09-11,"En curso","Con el presupuesto del conjunto de anuncios",,1,Diario,112.65,"All Leads",,,,,,,,,9373,12835,40,0.31164784,2.81625,8.77678224,0.45979592,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Conversion_AISchool__Advantage+,"RMTEU_Germany_Global_Meta_Conversion_AISchool_AdvantageShopping Ad set",AISchool_UISkills,"2024-09-09 - 2024-09-15",2024-04-29,2024-05-14,"Con el presupuesto del conjunto de anuncios",,353.23,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Conversion_AISchool__Advantage+,"RMTEU_Germany_Global_Meta_Conversion_AISchool_AdvantageShopping Ad set",AISchool_Visuals,"2024-09-09 - 2024-09-15",2024-04-29,2024-05-14,"Con el presupuesto del conjunto de anuncios",,353.23,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
"RMTEU_Germany_Global_Meta_Conversion_AISchool_AdvantageShopping Campaign  Campaign","RMTEU_Germany_Global_Meta_Conversion_AISchool_AdvantageShopping Campaign  Ad set",AISchool_Python,"2024-09-09 - 2024-09-15",2024-04-30,2024-05-14,"Con el presupuesto del conjunto de anuncios",,357,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Conversion_EN_ABO,"LAA  - BST 1% - Rebecca",BG_AllCourses_EN_Prospecting_AllPlacements_StaticBanner_Pau,"2024-09-09 - 2024-09-15",2024-04-08,"En curso","Con el presupuesto del conjunto de anuncios",,10,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Prospecting_1Year_EN_ABO_Merge,06_Prospecting_LLA_GAds_BG,01_Video_Broad_Dorian,"2024-09-09 - 2024-09-15",2025-01-23,"En curso","Con el presupuesto del conjunto de anuncios",,104,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Prospecting_EN_CBO_BG,Prospecting_FBAudience_Interests,Video_AllPlacements_Static_BG_Elsa,"2024-09-09 - 2024-09-15",2024-05-19,"En curso","Con el presupuesto del conjunto de anuncios",,1,Diario,0.14,"All Leads",,,,,,,,,4,5,,,,28,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Conversion_EN,"LLA (Qapps) 1-2%",Ad1,"2024-09-09 - 2024-09-15",2022-07-01,"En curso","Con el presupuesto del conjunto de anuncios",,21,Diario,0,,,,,,,,,,0,0,,,,,,CONVERSIONS,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Awareness_Omnipresent,05_Broad_Testimonial,05_Image_Testimonial,"2024-09-09 - 2024-09-15",2025-07-01,"En curso","Con el presupuesto del conjunto de anuncios",,1,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_AWARENESS,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Conversion_AISchool,Productivity,"AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy 2","2024-09-09 - 2024-09-15",2024-03-08,2024-04-07,"Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Conversion_EN,"LLA - All Leads","BG - Copy","2024-09-09 - 2024-09-15",2023-01-18,"En curso",120,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Conversion_EN,"LLA - Web application",BG,"2024-09-09 - 2024-09-15",2023-01-18,"En curso",120,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Conversion_AISchool,"LAA - Videos",AISchool_Python,"2024-09-09 - 2024-09-15",2024-04-16,2024-05-05,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Prospecting_DV_EN_CBO,Prospecting_FBAudience_Interests_CloudComputing,"New Sales Ad","2024-09-09 - 2024-09-15",2024-06-06,2024-07-31,4657,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Prospecting_1Year_SW_EN_CBO,Prospecting_LLA_BST_2,Video_AllPlacements_Static_v1h2_2409,"2024-09-09 - 2024-09-15",2024-09-16,2024-10-15,1387,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Retargeting - Banners",AISchool_Python,"2024-09-09 - 2024-09-15",2024-04-16,2024-05-05,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Career Development",AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner,"2024-09-09 - 2024-09-15",2024-03-07,2024-04-07,"Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Conversion_EN_A/BTest,"All Interests - All Leads - Video",BG_AllCourses_EN_Prospecting_AllPlacements_Video_3,"2024-09-09 - 2024-09-15",2023-05-03,"En curso",1777,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Prospecting_DV_EN_CBO,Prospecting_FBAudience_Interests_CloudComputing,Video_AllPlacements_Static_Marta_July24,"2024-09-09 - 2024-09-15",2024-07-26,"En curso",104,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Conversion_AI,Ad1,"New Sales Ad - Copy 2","2024-09-09 - 2024-09-15",2024-05-03,2024-05-30,1400,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Prospecting_EN_ABO_BG,02_Prospecting_LLA_Rica,02_Video_Rica,"2024-09-09 - 2024-09-15",2024-11-26,"En curso","Con el presupuesto del conjunto de anuncios",,194,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Conversion_EN,"All Interests - All Leads","BG - Copy 2","2024-09-09 - 2024-09-15",2023-02-21,"En curso",330,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Prospecting_ML_EN_CBO,Prospecting_LLA_BST_1_240827,Video_AllPlacements_Static_Marta,"2024-09-09 - 2024-09-15",2024-08-27,"En curso",68,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Prospecting_EN_ABO_BG,07_Prospecting_Interests_Lua,01_Video_Lua,"2024-09-09 - 2024-09-15",2025-02-13,"En curso","Con el presupuesto del conjunto de anuncios",,93,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Prospecting_AI_EN_CBO,Prospecting_LLA_QApps_2,Video_AllPlacements_Static,"2024-09-09 - 2024-09-15",2024-10-07,"En curso",38,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_TypeformQualified_BG,01_Prospecting_Broad,01_Video_LuaCurreUnemployeed,"2024-09-09 - 2024-09-15",2025-05-20,"En curso",128,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Conversion_EN,"LLA (Qapps) 1-2%","Ad1 - Copy 3","2024-09-09 - 2024-09-15",2022-07-01,"En curso","Con el presupuesto del conjunto de anuncios",,21,Diario,0,,,,,,,,,,0,0,,,,,,CONVERSIONS,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Prospecting_1Year_SW_EN_CBO,Prospecting_LLA_QApps_RicaSkript_3,Video_AllPlacements_Static,"2024-09-09 - 2024-09-15",2024-10-23,"En curso","Con el presupuesto del conjunto de anuncios",,40,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Conversion_AI,Ad3,"New Sales Ad - Copy 2","2024-09-09 - 2024-09-15",2024-05-03,2024-05-30,1400,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Prospecting_MK_LastCall,01_Prospecting_Broad,02_Video_Lua,"2024-09-09 - 2024-09-15",2025-04-16,"En curso",60,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Prospecting_EN_CBO_BG,Prospecting_FBAudience_Interests_Rica2_Unemployed,Video_AllPlacements_Static,"2024-09-09 - 2024-09-15",2024-09-11,"En curso","Con el presupuesto del conjunto de anuncios",,1,Diario,154.45,"All Leads",1,154.45,1,154.45,1,154.45,,,6524,9207,30,0.32583904,5.14833333,16.77527968,0.81289474,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Prospecting_AI_EN_CBO,Prospecting_FBAudience_Interests_ComputerScience,Video_AllPlacements_Static_Ellie,"2024-09-09 - 2024-09-15",2024-06-06,2024-07-31,3950,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Conversion_DV,Ad1,"New Sales Ad - Copy 2","2024-09-09 - 2024-09-15",2024-04-30,2024-05-30,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Conversion_EN_Qapps,RTG,BG_AllCourses_EN_RTG_AllPlacements_StaticBanner_LaunchYourTechCareer,"2024-09-09 - 2024-09-15",2023-08-28,"En curso",2500,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Prospecting_1Year_DF_EN_CBO,Prospecting_LLA_QApps_03_IH-1Year2-3,01_Video_IH-1Year2-3,"2024-09-09 - 2024-09-15",2024-11-22,"En curso","Con el presupuesto del conjunto de anuncios",,160,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Prospecting_AI_EN_CBO,Prospecting_FBAudience_Interests_ComputerScience,Video_AllPlacements_Static_Charlie_Long,"2024-09-09 - 2024-09-15",2024-07-26,"En curso",87,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Conversion_ML,Analytics,"DataScience_EN_Prospecting_AllPlacements_Video - Copy","2024-09-09 - 2024-09-15",2024-05-03,2024-05-30,686,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Prospecting_DV_EN_CBO,Prospecting_FBAudience_Interests,"New Sales Ad","2024-09-09 - 2024-09-15",2024-06-06,2024-07-31,4657,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Prospecting_EN_ABO_BG,Prospecting_LLA2_BG_Dorian_en,03_Video_BG_DEC_1_1,"2024-09-09 - 2024-09-15",2025-04-01,"En curso","Con el presupuesto del conjunto de anuncios",,71,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Conversion_AISchool,"LAA - Banners","AISchool_Data - Copy","2024-09-09 - 2024-09-15",2024-04-16,2024-05-05,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Prospecting_EN_CBO_BG,Prospecting_FBAudience_Interests,Image_Stories_Static_BG_EN_Pretzel,"2024-09-09 - 2024-09-15",2024-05-19,"En curso","Con el presupuesto del conjunto de anuncios",,1,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Conversion_EN_ABO,"LAA  - BST 1% - Elsa Music",BG_AllCourses_EN_Prospecting_AllPlacements_StaticBanner_BG3,"2024-09-09 - 2024-09-15",2024-02-11,"En curso","Con el presupuesto del conjunto de anuncios",,12,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Prospecting_EN_CBO_BG,Prospecting_LLA_Lua_2410,Video_AllPlacements_Static,"2024-09-09 - 2024-09-15",2024-09-11,"En curso","Con el presupuesto del conjunto de anuncios",,101.36,Diario,153.9,"All Leads",5,30.78,5,30.78,5,30.78,,,11478,12867,78,0.60620191,1.97307692,11.96083003,0.38283582,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Prospecting_1Year_DF_EN_CBO,05_Prospecting_LLA,10_Video_h1UProbablyHeardAI,"2024-09-09 - 2024-09-15",2025-04-22,"En curso","Con el presupuesto del conjunto de anuncios",,88,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Prospecting_1Year_DF_EN_CBO,09_Prospecting_LLA_DE,03_Video_Rika_DE_h2,"2024-09-09 - 2024-09-15",2025-04-18,"En curso","Con el presupuesto del conjunto de anuncios",,75,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Conversion_DV,AWS,"New Sales Ad","2024-09-09 - 2024-09-15",2024-05-03,2024-05-30,3869,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Prospecting_EN_CBO_BG,Prospecting_LLA_BST_2_QApps_5_Apps_2_Rica1_StepByStep,Video_AllPlacements_Static,"2024-09-09 - 2024-09-15",2024-09-11,"En curso","Con el presupuesto del conjunto de anuncios",,1,Diario,155.25,"All Leads",,,,,,,,,10333,14058,31,0.22051501,5.00806452,11.04353393,0.38523573,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Events_CY_EN_CBO_Zoom_SummerWorkshop,Prospecting_FBAudience_Interests_Cybersecurity,Image_Feed_Static,"2024-09-09 - 2024-09-15",2024-08-01,2024-08-14,500,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_LEADS,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Prospecting_AI_EN_CBO,Prospecting_FBAudience_Interests_AI,Video_AllPlacements_Static_Ellie,"2024-09-09 - 2024-09-15",2024-06-06,2024-07-31,3950,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Prospecting_EN_ABO_BG,04_Prospecting_Interests_Dorian,03_Video_BG_DEC_1_1,"2024-09-09 - 2024-09-15",2025-01-02,"En curso","Con el presupuesto del conjunto de anuncios",,121,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Prospecting_AI_EN_CBO,Prospecting_FBAudience_Interests_AI,Video_AllPlacements_Static_Charlie_Short,"2024-09-09 - 2024-09-15",2024-07-26,"En curso",87,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Conversion_EN_ABO,"LAA  - All Leads - Unemployed",BG_AllCourses_EN_Prospecting_AllPlacements_Video_BGNew,"2024-09-09 - 2024-09-15",2024-02-03,"En curso","Con el presupuesto del conjunto de anuncios",,12,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Prospecting_EN_CBO_BG,Prospecting_LLA_BST_2_2409,Video_AllPlacements_Static_BG_Lua,"2024-09-09 - 2024-09-15",2024-09-10,"En curso","Con el presupuesto del conjunto de anuncios",,1,Diario,23.28,"All Leads",1,23.28,1,23.28,1,23.28,,,1641,1795,6,0.33426184,3.88,12.96935933,0.42327273,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Prospecting_DV_EN_CBO,Prospecting_FBAudience_Interests_InformationTech,Image_AllPlacements_Static_15off,"2024-09-09 - 2024-09-15",2024-06-06,2024-07-31,4657,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Prospecting_AI_EN_CBO,Prospecting_FBAudience_Interests_LastCall,Video_AllPlacements_Static,"2024-09-09 - 2024-09-15",2024-08-29,"En curso",101,Diario,"Con el presupuesto de la campaña",,21.08,"All Leads",,,,,,,,,1666,1897,7,0.36900369,3.01142857,11.11228255,0.70266667,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Prospecting_DV_EN_CBO,Prospecting_FBAudience_Interests,"New Sales Ad","2024-09-09 - 2024-09-15",2024-06-06,2024-07-31,4657,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Conversion_EN,"All Interests - Web Application",UX_TestimonialVideo,"2024-09-09 - 2024-09-15",2023-01-18,"En curso",120,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Prospecting_EN_ABO_BG,04_Prospecting_Interests_Dorian,03_Video_BG_DEC_1_1,"2024-09-09 - 2024-09-15",2025-01-02,"En curso","Con el presupuesto del conjunto de anuncios",,121,Diario,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Prospecting_1Year_DF_EN_CBO,Prospecting_FBAudience_Interests,Video_AllPlacements_Static_2409,"2024-09-09 - 2024-09-15",2024-09-16,2024-10-15,1387,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Conversion_EN,"LLA - Web application",WD_Generic,"2024-09-09 - 2024-09-15",2023-01-18,"En curso",120,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Prospecting_DV_EN_CBO,Prospecting_FBAudience_Interests,Video_AllPlacements_Static_Marta_July24,"2024-09-09 - 2024-09-15",2024-07-26,"En curso",104,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Retargeting - Banners","AISchool_Python - Copy","2024-09-09 - 2024-09-15",2024-04-16,2024-05-05,1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Conversion_AISchool,ML,AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner,"2024-09-09 - 2024-09-15",2024-03-08,2024-04-07,"Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Conversion_AISchool,Programs,"AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy","2024-09-09 - 2024-09-15",2024-03-07,2024-04-07,"Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
RMTEU_Germany_Global_Meta_Conversion_EN_Qapps,RTG,Image1,"2024-09-09 - 2024-09-15",2023-08-28,"En curso",2500,Diario,"Con el presupuesto de la campaña",,0,,,,,,,,,,0,0,,,,,,OUTCOME_SALES,2024-09-09,2024-09-15
