"Nombre de la campaña","Nombre del conjunto de anuncios","Nombre del anuncio",Semana,"Presupuesto de la campaña","Tipo de presupuesto de la campaña","Presupuesto del conjunto de anuncios","Tipo de presupuesto del conjunto de anuncios","Importe gastado (USD)","Tipo de resultado",Resultados,"Coste por resultado",Application,"All Leads",Alcance,Impresiones,"Clics en el enlace","CTR (porcentaje de clics en el enlace)","CPC (Coste por clic en el enlace)","CPM (coste por 1000 impresiones)","Reproducciones de vídeo",ThruPlays,"Coste por ThruPlay","ThruPlay / Video Plays Conversion Rate","Reproducciones de vídeo de 3 segundos","Coste por reproducción de video de 3 segundos","Reproducciones de vídeo hasta el 50 %","Visitas a la página de destino","Porcentaje de visitas a la página de destino por clics en el enlace","Coste por visita a la página de destino","Landing page views / Link clicks Conversion Rate","Inicio del informe","Fin del informe"
RMTEU_Germany_Global_Meta_Prospecting_EN_BG,02_Prospecting_Interests_Dorian2,02_Video_DEC_2_2,"2025-03-26 - 2025-03-30","Con el presupuesto del conjunto de anuncios",,148,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_EN_ABO,"LAA  - BST 1-2% - Elsa Music",BG_AllCourses_EN_Prospecting_AllPlacements_StaticBanner_BG3,"2025-03-26 - 2025-03-30","Con el presupuesto del conjunto de anuncios",,12,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_EN_ABO,"LAA  - All Leads - Pau",BG_AllCourses_EN_Prospecting_AllPlacements_StaticBanner_Pau,"2025-03-26 - 2025-03-30","Con el presupuesto del conjunto de anuncios",,12,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_DV,Ad3,"New Sales Ad","2025-03-26 - 2025-03-30",3869,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Prospecting_AI_EN_CBO,Prospecting_FBAudience_Interests_ML,Video_AllPlacements_Static_Charlie_Short,"2025-03-26 - 2025-03-30",3950,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Retargeting - Banners","AISchool_Visuals - Copy","2025-03-26 - 2025-03-30",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_AI,Ad4,"New Sales Ad - Copy 2","2025-03-26 - 2025-03-30",1400,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_EN_Qapps,"All Interests - All Leads","BG - Copy 3","2025-03-26 - 2025-03-30",75,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Prospecting_1Year_DF_EN_CBO,08_Prospecting_LLA,02_Video_1Year2-5,"2025-03-26 - 2025-03-30","Con el presupuesto del conjunto de anuncios",,143,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Prospecting - Banners","AISchool_Data - Copy 2","2025-03-26 - 2025-03-30",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_AISchool__Advantage+,"RMTEU_Germany_Global_Meta_Conversion_AISchool_AdvantageShopping Ad set","AISchool_UISkills - Copy","2025-03-26 - 2025-03-30","Con el presupuesto del conjunto de anuncios",,353.23,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_EN_DA,"DA - Web Application",UGC_AllCourses_EN_Prospecting_AllPlacements_ChatGPTShortVersion,"2025-03-26 - 2025-03-30",100,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_EN,"All Interests - All Leads","BG - Copy 3","2025-03-26 - 2025-03-30",330,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Prospecting_EN_BCAS,03_Retargeting_Visitors_30d,R3_Image_LastCallMay25,"2025-03-26 - 2025-03-30","Con el presupuesto del conjunto de anuncios",,200,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_EN_ABO,"All Interests - All Leads - Image",BG_AllCourses_EN_Prospecting_AllPlacements_StaticBanner_LaunchYourTechCareer,"2025-03-26 - 2025-03-30","Con el presupuesto del conjunto de anuncios",,11,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_DV,IT,"New Sales Ad - Copy","2025-03-26 - 2025-03-30",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_EN,"Generic+CD - 7.2M","Ad1 - Copy","2025-03-26 - 2025-03-30","Con el presupuesto del conjunto de anuncios",,64,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Prospecting_EN_CBO,Prospecting_FBAudience_Marie_2410,Video_AllPlacements_Static,"2025-03-26 - 2025-03-30","Con el presupuesto del conjunto de anuncios",,54,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Professional Development","AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy","2025-03-26 - 2025-03-30","Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_EN,"Generic+CD - 7.2M",Ad1,"2025-03-26 - 2025-03-30","Con el presupuesto del conjunto de anuncios",,64,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_AI,Ad5,"New Sales Ad - Copy 2","2025-03-26 - 2025-03-30",1400,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_EN_ABO,"LAA  - All Leads - Image",BG_AllCourses_EN_Prospecting_AllPlacements_StaticBanner_LaunchYourTechCareer,"2025-03-26 - 2025-03-30","Con el presupuesto del conjunto de anuncios",,11,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Prospecting_1Year_SW_EN_CBO,04_Prospecting_LLA_QApps_AI,01_Video_Dorian2_6,"2025-03-26 - 2025-03-30","Con el presupuesto del conjunto de anuncios",,89,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_EN,"All Interests - Web Application",Influencer,"2025-03-26 - 2025-03-30",120,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_DV,Ad2,"New Sales Ad","2025-03-26 - 2025-03-30",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Prospecting_1Year_EN_ABO_Merge,08_Prospecting_Broad,03_Video_Rika_Oct,"2025-03-26 - 2025-03-30","Con el presupuesto del conjunto de anuncios",,181,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Prospecting_DV_EN_CBO,Prospecting_FBAudience_Interests_CloudComputing,Video_AllPlacements_Static_Marta_July24,"2025-03-26 - 2025-03-30",104,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Prospecting_EN_ABO_TAP,Prospecting_LLA_BST_2,AllPlacements_Static,"2025-03-26 - 2025-03-30","Con el presupuesto del conjunto de anuncios",,20,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_EN_ABO,"LAA  - BST 1% - Pau",BG_AllCourses_EN_Prospecting_AllPlacements_StaticBanner_Pau,"2025-03-26 - 2025-03-30","Con el presupuesto del conjunto de anuncios",,20,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Prospecting_1Year_DF_EN_CBO,Prospecting_Broad_EN,10VID_h1_UProbablyHeardAI,"2025-03-26 - 2025-03-30","Con el presupuesto del conjunto de anuncios",,107,Diario,108.93,Application,2,54.465,2,4,6085,7885,23,0.29169309,4.73608696,13.8148383,7074,274,0.39755474,0.03873339,1548,0.07036822,221,16,69.56521739,6.808125,0.69565217,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Prospecting_AI_EN_CBO,Prospecting_FBAudience_Interests_AI,Image_AllPlacements_Static_15off,"2025-03-26 - 2025-03-30",3950,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_EN_Data,"LAA - Data",AverageSalary_DA_EN_Lookalike_AllPlacements_Carousel,"2025-03-26 - 2025-03-30",100,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_DV,Ad2,"New Sales Ad - Copy 2","2025-03-26 - 2025-03-30",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_EN_A/BTest,"All Interests - LLA - Image",BG_AllCourses_EN_Lookalike_AllPlacements_StaticBanner_LevelUpYourCareer,"2025-03-26 - 2025-03-30",1777,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
"RMTEU_Germany_Global_Meta_Prospecting_EN_ABO_TAP - NO",Prospecting_FBAudience_Interests,AllPlacements_Static,"2025-03-26 - 2025-03-30","Con el presupuesto del conjunto de anuncios",,23,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_AISchool__Advantage+,"RMTEU_Germany_Global_Meta_Conversion_AISchool_AdvantageShopping Ad set","AISchool_Visuals - Copy","2025-03-26 - 2025-03-30","Con el presupuesto del conjunto de anuncios",,353.23,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Retargeting - Videos",AISchool_Data,"2025-03-26 - 2025-03-30",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_EN_A/BTest,"All Interests - All Leads - Image",BG_AllCourses_EN_Prospecting_AllPlacements_StaticBanner_TransformYourCareer,"2025-03-26 - 2025-03-30",1777,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_ML,"Data Analysis","DataScience_EN_Prospecting_AllPlacements_Video - Copy","2025-03-26 - 2025-03-30",686,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_EN_ABO,"All Interests - All Leads - Image",BG_AllCourses_EN_Prospecting_AllPlacements_StaticBanner_LevelUpYourCareer,"2025-03-26 - 2025-03-30","Con el presupuesto del conjunto de anuncios",,11,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_DV,"DevOps + Cloud","New Sales Ad - Copy 2","2025-03-26 - 2025-03-30",3869,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Conversion_Leads__EN,"JS - Lead Generation - Audience #1","New Conversions Ad - Copy","2025-03-26 - 2025-03-30","Con el presupuesto del conjunto de anuncios",,150,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Prospecting_DV_EN_CBO,Prospecting_FBAudience_Interests_CloudComputing,Video_AllPlacements_Static_Juliette,"2025-03-26 - 2025-03-30",4657,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Prospecting_AI_EN_CBO,Prospecting_FBAudience_Interests_ML,Video_AllPlacements_Static_Charlie_Long,"2025-03-26 - 2025-03-30",87,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_EN,"RTG - All Leads","BG - Copy 2","2025-03-26 - 2025-03-30",120,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Prospecting_AI_EN_CBO,Prospecting_Broad,Video_AllPlacements_Static,"2025-03-26 - 2025-03-30",38,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_EN_Data,"Prospecting - Data",AverageSalary_DA_EN_Lookalike_AllPlacements_Carousel,"2025-03-26 - 2025-03-30",100,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_EN,"All Interests - All Leads","BG - Copy 3","2025-03-26 - 2025-03-30",430,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_EN,"Generic -17.9M",Ad1,"2025-03-26 - 2025-03-30","Con el presupuesto del conjunto de anuncios",,32,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_EN_Qapps,"All Interests - LLA - Image",BG_AllCourses_EN_LookalikeAudience_AllPlacements_StaticBanner_TransformYourCareer,"2025-03-26 - 2025-03-30",2500,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_EN_Qapps,"JobHunting - Financing + SYLLABUS","BG - Copy 2","2025-03-26 - 2025-03-30",75,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_AISchool__Advantage+,"RMTEU_Germany_Global_Meta_Conversion_AISchool_AdvantageShopping Ad set","AISchool_AIProducts - Copy","2025-03-26 - 2025-03-30","Con el presupuesto del conjunto de anuncios",,353.23,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Retargeting - Videos",AISchool_UISkills,"2025-03-26 - 2025-03-30",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Retargeting - Banners",AISchool_UISkills,"2025-03-26 - 2025-03-30",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_AISchool,"LAA - Banners","AISchool_Python - Copy","2025-03-26 - 2025-03-30",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_AISchool,"LAA - Banners",AISchool_Visuals,"2025-03-26 - 2025-03-30",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Prospecting_DV_EN_CBO,Prospecting_FBAudience_Interests_Sep24,Video_AllPlacements_Static,"2025-03-26 - 2025-03-30",100,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Prospecting_AI_EN_CBO,Prospecting_CustomList_BST,Video_AllPlacements_Static_Charlie_Long,"2025-03-26 - 2025-03-30",3950,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Career Development",AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner,"2025-03-26 - 2025-03-30","Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Conversion_Leads__EN,"JS - Lead Generation - Audience #2 - Copy","New Conversions Ad - Copy","2025-03-26 - 2025-03-30","Con el presupuesto del conjunto de anuncios",,350,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Prospecting_EN_BG,Retargeting_Visitors_30d,R1_Image_RTG,"2025-03-26 - 2025-03-30","Con el presupuesto del conjunto de anuncios",,59,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_AISchool,"Prospecting - Videos",AISchool_Visuals,"2025-03-26 - 2025-03-30",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Prospecting_1Year_EN_ABO_Merge,08_Prospecting_Broad,03_Video_Rika_Oct,"2025-03-26 - 2025-03-30","Con el presupuesto del conjunto de anuncios",,169,Diario,785.82,Application,12,65.485,12,16,21875,32575,166,0.50959325,4.73385542,24.12340752,30588,783,1.00360153,0.02559827,3808,0.20636029,611,118,71.08433735,6.65949153,0.71084337,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_AISchool,"LAA - Banners",AISchool_UISkills,"2025-03-26 - 2025-03-30",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Prospecting_ML_EN_CBO,Prospecting_FBAudience_Interests_LastCall,Video_AllPlacements_Static,"2025-03-26 - 2025-03-30",31,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Prospecting_EN_CBO,Prospecting_FBAudience_Interests_Pau_2408,Video_AllPlacements_Static_Pau,"2025-03-26 - 2025-03-30","Con el presupuesto del conjunto de anuncios",,1,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_EN_Data,RTG,AverageSalary_DA_EN_RTG_AllPlacements_Carousel,"2025-03-26 - 2025-03-30",100,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_EN_Qapps,RTG,"BG - Copy 3","2025-03-26 - 2025-03-30",75,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_AISchool__Advantage+,"RMTEU_Germany_Global_Meta_Conversion_AISchool_AdvantageShopping Ad set",AISchool_Visuals,"2025-03-26 - 2025-03-30","Con el presupuesto del conjunto de anuncios",,353.23,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
"RMTEU_Germany_Global_Meta_Conversion_AISchool_AdvantageShopping Campaign  Campaign","RMTEU_Germany_Global_Meta_Conversion_AISchool_AdvantageShopping Campaign  Ad set","AISchool_UISkills - Copy","2025-03-26 - 2025-03-30","Con el presupuesto del conjunto de anuncios",,357,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_EN_Qapps,"JobHunting - All Leads - Copy","BG - Copy 3","2025-03-26 - 2025-03-30",75,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
RMTEU_Germany_Global_Meta_Conversion_AISchool,Programs,AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner,"2025-03-26 - 2025-03-30","Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-03-26,2025-03-30
