"Nombre de la campaña","Nombre del conjunto de anuncios","Nombre del anuncio",Semana,"Presupuesto de la campaña","Tipo de presupuesto de la campaña","Presupuesto del conjunto de anuncios","Tipo de presupuesto del conjunto de anuncios","Importe gastado (USD)","Tipo de resultado",Resultados,"Coste por resultado",Application,"All Leads",Alcance,Impresiones,"Clics en el enlace","CTR (porcentaje de clics en el enlace)","CPC (Coste por clic en el enlace)","CPM (coste por 1000 impresiones)","Reproducciones de vídeo",ThruPlays,"Coste por ThruPlay","ThruPlay / Video Plays Conversion Rate","Reproducciones de vídeo de 3 segundos","Coste por reproducción de video de 3 segundos","Reproducciones de vídeo hasta el 50 %","Visitas a la página de destino","Porcentaje de visitas a la página de destino por clics en el enlace","Coste por visita a la página de destino","Landing page views / Link clicks Conversion Rate","Inicio del informe","Fin del informe"
RMTEU_Spain_Global_Meta_Prospecting_ES_ABO_SummerCampaign_July2024,Prospecting_FBAudience_Interests,Image_Feed_Static_Snorkel,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,25,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_ES_ISA,03_Prospecting_Interests_F2F,03_Video_F2F,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,73,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_DA,"Prospecting - Stories","New Sales Ad","2025-05-05 - 2025-05-11",15,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Retargeting_VisitorsWeb,01_Retargeting_VisitorsWeb_30d,02_Image_RTG_UltimasPlazas,"2025-05-05 - 2025-05-11",62,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AISchool,"LAA - Banners",AISchool_UISkills,"2025-05-05 - 2025-05-11",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AISchool,"LAA - Videos",AISchool_Visuals,"2025-05-05 - 2025-05-11",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_LiveInstructor,PRO_Broad_es,01VID_AprenderEnInternet,"2025-05-05 - 2025-05-11",50,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Retargeting_VisitorsWeb,01_Retargeting_VisitorsWeb_30d,03_Image_RTG_Promo,"2025-05-05 - 2025-05-11",62,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AI,Ad4,"New Sales Ad - Copy","2025-05-05 - 2025-05-11",520,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AISchool,"LAA - Banners","AISchool_UISkills - Copy","2025-05-05 - 2025-05-11",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AISchool,"LAA - Videos",AISchool_Data,"2025-05-05 - 2025-05-11",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_ES_ABO,Prospecting_FBAudience_Interests_IT,Video_AllPlacements_Static,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,100,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_AI_EN_CBO,Prospecting_FBAudience_Interests_ComputerScience,Video_AllPlacements_Static_Ellie_AI,"2025-05-05 - 2025-05-11",1654,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_DV,IT,"New Sales Ad","2025-05-05 - 2025-05-11",1374,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_DV,"DevOps + Cloud","New Sales Ad - Copy","2025-05-05 - 2025-05-11",1374,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_ML_EN_CBO,Prospecting_LLA_BST_1to2_QApps_2_LastCall,Video_AllPlacements_Static,"2025-05-05 - 2025-05-11",16,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AISchool__Advantage+,"RMTEU_Spain_Global_Meta_Conversion_AISchool_AdvantageShopping Ad set","AISchool_AIProducts - Copy 2","2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,357,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion,"LAA - All Leads",Generic_DA,"2025-05-05 - 2025-05-11",68,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_AI_EN_CBO,Prospecting_CustomList_BST,"New Sales Ad - Copy","2025-05-05 - 2025-05-11",1654,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AISchool__Advantage+,"RMTEU_Spain_Global_Meta_Conversion_AISchool_AdvantageShopping Ad set","AISchool_Visuals - Copy","2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,357,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_ABO_FinancingOptions_BCAS,Prospecting_LLA_Apps,Video_AllPlacements_Static_FinancingOptions_Elisa,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,71,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_WD_ES,htmlcssjava_Feed,htmlcssjava2feed,"2025-05-05 - 2025-05-11",27,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion,"All - All Leads",Generic_All,"2025-05-05 - 2025-05-11",68,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_TypeformQualified_RTG_Masters,01_Retargeting_Engaged_VideosMaster,01_Image_Couple,"2025-05-05 - 2025-05-11",19,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AISchool,"LAA - Videos",AISchool_Data,"2025-05-05 - 2025-05-11",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_ES_ABO,Prospecting_FBAudience_Interests_IT,Video_AllPlacements_Static,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,100,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_AI_EN_CBO,Prospecting_FBAudience_Interests_InformationTech,"New Sales Ad","2025-05-05 - 2025-05-11",1654,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_TypeformQualified_Masters,02_Broad_Master_ElenaF2F,03_Video_Master_ElenaF2F,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,55,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_ML_EN_CBO,Retargeting_Visitors_30d_LastCall,Video_AllPlacements_Static,"2025-05-05 - 2025-05-11",16,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_ML,DataScience,DataScience_EN_Prospecting_AllPlacements_Video,"2025-05-05 - 2025-05-11",1306,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AI,Ad4,"New Sales Ad - Copy","2025-05-05 - 2025-05-11",1509,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_MK_EN_ValueProp_01,01_Prospecting_Interests,01_Image_1Training,"2025-05-05 - 2025-05-11",65,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Leads_LeadGenPersonalityQuiz,02_Prospecting_Interests,01_Video_Elena,"2025-05-05 - 2025-05-11",720,"Toda la campaña","Con el presupuesto de la campaña",,83.69,TypeformSubmit,206,0.40626214,2,1,38035,47739,555,1.16257148,0.15079279,1.75307401,46271,2760,0.03032246,0.05964859,10298,0.00812682,9679,454,81.8018018,0.18433921,0.81801802,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_WD_ES,htmlcssjava_Feed,htmlcssjava3feed,"2025-05-05 - 2025-05-11",27,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Influencer_ES,"Professional Development",MarcosFranz,"2025-05-05 - 2025-05-11",80,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_EN_ABO_ValueProp_01,01_Prospecting_LLA_DA,03_Image_DA_3Soporte,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,36,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_ES_UGC,"LLA - All Leads",UGC_Laura_AllCourses_ES_LookalikeAudience_AllPlacements_Video,"2025-05-05 - 2025-05-11",45,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion,"LAA - All Leads",Testimonial_WD,"2025-05-05 - 2025-05-11",68,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_ES_ABO_SummerCampaign_July2024,Prospecting_FBAudience_Interests,Image_Feed_Static_VistasMar,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,25,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_MK_EN_ValueProp_01,01_Prospecting_Interests,04_Image_4Dscto,"2025-05-05 - 2025-05-11",65,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AISchool,"Retargeting - Banners","AISchool_Python - Copy","2025-05-05 - 2025-05-11",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AISchool,IT,AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_ABO_FinancingOptions_BCAS,Prospecting_Interests,Video_AllPlacements_Static_FinancingOptions_ElisaVerano,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,58,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_CY_ES,"Prospecting - Stories","New Sales Ad - Copy","2025-05-05 - 2025-05-11",10,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_ES_ABO_SummerCampaign_July2024,Prospecting_LLA_BST_1-2,Image_Story_Static_Croqueta,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,25,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_MK_EN_ValueProp_01,03_Prospecting_Broad_2Certifications,06_Video,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,295.73,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_Masters,01_Prospecting_Broad,03_Image_Masters,"2025-05-05 - 2025-05-11",99,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AISchool,ML,"AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy 2","2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AISchool__Advantage+,"RMTEU_Spain_Global_Meta_Conversion_AISchool_AdvantageShopping Ad set",AISchool_AIProducts,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,357,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_EmbeddedForms_Masters,02_Prospecting_Broad_Tour,06_Video_Tour_wInfo,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,70,Diario,37.68,"Clientes potenciales en Meta",3,12.56,,,2237,2389,17,0.71159481,2.21647059,15.77228966,2075,86,0.43813953,0.04144578,397,0.09491184,108,3,17.64705882,12.56,0.17647059,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_ES_UGC,"Victoria Mateucci1",UGC_Victoria1_AllCourses_ES_Prospecting_AllPlacements_Video,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,5,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_ES_UGC,"LLA - All Leads",VictoriaMateucci_AllCourses_ES_LookalikeAudience_AllPlacements_Video,"2025-05-05 - 2025-05-11",45,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AISchool,ML,"AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner - Copy","2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion,"LAA - All Leads",Testimonial_DA,"2025-05-05 - 2025-05-11",68,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_ES_UGC,"Prospecting - All Leads","ISA_AllCourses_ES_Prospecting_AllPlacements_Video - Copy 2","2025-05-05 - 2025-05-11",45,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_WD_ES,"Web Development_Feed",Webdevelopmentfeed1,"2025-05-05 - 2025-05-11",27,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_ES,Others,WD,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,33,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion,"All - Web Application",Generic_WD,"2025-05-05 - 2025-05-11",68,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_DV,"DevOps + Cloud","New Sales Ad","2025-05-05 - 2025-05-11",1374,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_DA_LastCall,04_LLA2_DA_ElenaLastCall,03_Video_DA_ElenaLastCall,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,50,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_ML,DataScience,"DataScience_EN_Prospecting_AllPlacements_Video - Copy","2025-05-05 - 2025-05-11",364,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Awareness_Omnipresent,05_Broad_Testimonial,05_Image_Testimonial,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,2,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_ES,"All Interests (New Video) - Copy","New Leads Ad - Copy","2025-05-05 - 2025-05-11",50,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_ES_UGC,"LLA - All Leads","Olga_AllCourses_ES_LookalikeAudience_AllPlacements_Video - Copy","2025-05-05 - 2025-05-11",45,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Awareness_Omnipresent,09_Broad_JuanCualEsSueno,09_Video_JuanCualEsSueno,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,1,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_UX,"LAA - Stories","New Sales Ad - Copy","2025-05-05 - 2025-05-11",15,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_ML_LastCall,02_Prospecting_Interests_ML,02_Video_ImaginaPredFuturo,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,50,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_DV,"All Interests","New Sales Ad","2025-05-05 - 2025-05-11",3591,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AISchool,"LAA - Videos",AISchool_Visuals,"2025-05-05 - 2025-05-11",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_ML,DigitalData,"DataScience_EN_Prospecting_AllPlacements_Video - Copy","2025-05-05 - 2025-05-11",1306,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_ES_ABO,Prospecting_LLA_QApps_1%,Video_AllPlacements_Static,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,100,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Leads_LeadGenPersonalityQuiz,01_Prospecting_LLA2_BST,01_Video_Elena,"2025-05-05 - 2025-05-11",720,"Toda la campaña","Con el presupuesto de la campaña",,64.89,TypeformSubmit,115,0.56426087,,,26823,30672,392,1.2780386,0.16553571,2.11561033,29489,2571,0.02523921,0.08718505,9102,0.0071292,8560,359,91.58163265,0.18075209,0.91581633,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_Tech_Lab,01_Prospecting_Broad_Tech_Lab,01_Video_Master_InterviewCY,"2025-05-05 - 2025-05-11",150,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_EN_ABO_ValueProp_01,02_Prospecting_LLA_WD,04_Image_WD_4Prework,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,36,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_ES,RTG,"ISA_AllCourses_ES_Retargeting_AllPlacements_Video - Copy","2025-05-05 - 2025-05-11",44,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AI,Ad4,"New Sales Ad - Copy 2","2025-05-05 - 2025-05-11",2808,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AISchool,ML,AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_ML,Analytics,DataScience_EN_Prospecting_AllPlacements_Video,"2025-05-05 - 2025-05-11",686,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_ML,DataScience,DataScience_EN_Prospecting_AllPlacements_Video,"2025-05-05 - 2025-05-11",364,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_ES_ISA,05_Prospecting_Interests_Interview,07_Video_Interview_25s,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,68,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_WD_ES,courses_stories,courses2stories,"2025-05-05 - 2025-05-11",27,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_ML_EN_CBO,Prospecting_LLA_BST_QApps_2_Sep24,Video_AllPlacements_Static,"2025-05-05 - 2025-05-11",16,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_ML,RTG,"DataScience_EN_Prospecting_AllPlacements_Video - Copy","2025-05-05 - 2025-05-11",686,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_ML,Analytics,DataScience_EN_Prospecting_AllPlacements_Video,"2025-05-05 - 2025-05-11",1306,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_EN_ABO_ValueProp_01,02_Prospecting_LLA_WD,05_Image_WD_5Espanol,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,36,Diario,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AISchool,"LAA - Banners","AISchool_Python - Copy","2025-05-05 - 2025-05-11",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AI,Ad3,"New Sales Ad - Copy 2","2025-05-05 - 2025-05-11",1509,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_DV,"DevOps + Cloud","New Sales Ad - Copy 2","2025-05-05 - 2025-05-11",1374,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AISchool,"Retargeting - Banners","AISchool_Data - Copy 2","2025-05-05 - 2025-05-11",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AISchool,"Retargeting - Videos",AISchool_Python,"2025-05-05 - 2025-05-11",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AISchool,"Retargeting - Banners","AISchool_UISkills - Copy","2025-05-05 - 2025-05-11",1050,"Toda la campaña","Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_AISchool,"Career Development",AISchool_AI_EN_Prospecting_AllPlacement_StaticBanner,"2025-05-05 - 2025-05-11","Con el presupuesto del conjunto de anuncios",,250,"Toda la campaña",0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Prospecting_ES_CBO_BackToSchool_2024,Prospecting_LLA_BST_2,Image_AllPlacements_Static_LidiaLocutora,"2025-05-05 - 2025-05-11",105,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
RMTEU_Spain_Global_Meta_Conversion_UX,"Prospecting - Stories","New Sales Ad - Copy","2025-05-05 - 2025-05-11",15,Diario,"Con el presupuesto de la campaña",,0,,,,,,0,0,,,,,,,,,,,,,0,,,2025-05-05,2025-05-11
